,IN_ACESSIBILIDADE_INEXISTENTE,DEF_LOCOMOCAO,DEF_AUDITIVA,DEF_VISUAL,FEDERAL,ESTADUAL,MUNICIPAL,PRIVADA,URBANA,RURAL
7905,False,True,False,False,False,True,False,False,True,False
7906,True,False,False,False,False,False,False,True,True,False
7907,False,True,False,False,False,True,False,False,True,False
7908,False,False,False,False,False,False,True,False,True,False
7909,True,False,False,False,False,True,False,False,True,False
7910,False,False,False,False,False,False,True,False,True,False
7911,False,True,False,True,False,True,False,False,True,False
7912,False,True,False,False,False,False,True,False,True,False
7913,True,False,False,False,False,True,False,False,True,False
7914,True,False,False,False,False,True,False,False,True,False
7915,False,True,False,False,False,False,True,False,True,False
7916,True,False,False,False,False,True,False,False,True,False
7917,False,False,False,False,False,True,False,False,True,False
7918,False,True,False,True,False,True,False,False,True,False
7919,False,True,False,False,False,False,True,False,True,False
7920,False,True,False,False,False,True,False,False,True,False
7921,True,False,False,False,False,True,False,False,True,False
7922,False,False,False,False,False,False,True,False,True,False
7923,False,False,False,False,False,False,True,False,True,False
7924,True,False,False,False,False,True,False,False,True,False
7925,False,True,True,False,False,True,False,False,True,False
7926,False,False,False,False,False,True,False,False,True,False
7927,False,True,False,False,False,True,False,False,True,False
7928,False,True,False,False,False,True,False,False,True,False
7929,False,False,False,False,False,False,True,False,True,False
7930,False,True,True,False,False,False,True,False,True,False
7931,True,False,False,False,False,True,False,False,True,False
7932,False,True,True,True,False,False,True,False,True,False
7933,False,True,False,False,False,False,False,True,True,False
7934,False,True,True,False,False,True,False,False,True,False
7935,False,False,True,False,False,False,True,False,True,False
7936,False,False,False,False,False,False,True,False,True,False
7937,False,True,False,False,False,False,True,False,True,False
7938,False,True,False,False,False,False,True,False,True,False
7939,False,True,False,False,False,False,False,True,True,False
7940,False,True,False,False,False,True,False,False,True,False
7941,False,True,False,False,False,False,True,False,True,False
7942,True,False,False,False,False,True,False,False,True,False
7943,False,False,False,False,False,False,True,False,True,False
7944,False,True,False,False,False,False,True,False,True,False
7945,False,False,False,False,False,False,True,False,True,False
7946,False,True,False,False,False,True,False,False,True,False
7947,True,False,False,False,False,True,False,False,True,False
7948,False,True,False,False,False,False,True,False,True,False
7949,False,True,False,False,False,True,False,False,True,False
7950,False,True,False,False,False,False,True,False,True,False
7951,False,False,False,False,False,True,False,False,True,False
7952,False,True,False,False,False,True,False,False,True,False
7953,True,False,False,False,False,True,False,False,True,False
7954,False,False,False,False,False,False,True,False,True,False
7955,False,False,False,False,False,False,True,False,True,False
7956,False,True,False,False,False,False,True,False,True,False
7957,False,True,True,False,False,True,False,False,True,False
7958,False,False,False,False,False,False,True,False,True,False
7959,False,True,False,False,False,True,False,False,True,False
7960,True,False,False,False,False,True,False,False,True,False
7961,False,True,False,False,False,False,True,False,True,False
7962,False,False,False,False,False,True,False,False,True,False
7963,False,False,False,False,False,False,True,False,True,False
7964,False,True,False,True,False,True,False,False,False,True
7965,False,True,False,False,False,False,False,True,True,False
7966,False,False,False,False,False,False,True,False,True,False
7967,True,False,False,False,False,True,False,False,True,False
7968,False,True,False,False,False,False,True,False,True,False
7969,False,True,False,False,False,True,False,False,True,False
7970,False,True,False,False,False,True,False,False,True,False
7971,False,True,False,False,False,True,False,False,True,False
7972,False,True,False,False,False,False,True,False,False,True
7973,False,False,False,False,False,False,True,False,True,False
7974,False,True,True,True,False,False,False,True,True,False
7975,False,True,False,False,False,False,True,False,True,False
7976,False,False,False,False,False,False,True,False,True,False
7977,False,False,False,False,False,True,False,False,True,False
7978,False,False,False,False,False,False,True,False,True,False
7979,False,False,False,False,False,False,False,True,True,False
7980,True,False,False,False,False,True,False,False,True,False
7981,False,True,False,False,False,True,False,False,True,False
7982,False,False,False,False,False,True,False,False,True,False
7983,False,True,False,True,False,True,False,False,True,False
7984,False,True,False,False,False,True,False,False,True,False
7985,False,True,False,False,False,False,True,False,True,False
7986,False,True,True,True,False,False,False,True,True,False
7987,False,True,False,False,False,False,False,True,True,False
7988,False,True,False,False,False,True,False,False,True,False
7989,False,True,False,False,False,False,True,False,True,False
7990,False,False,False,False,False,True,False,False,True,False
7991,False,True,True,True,False,False,False,True,True,False
7992,False,True,False,False,False,False,False,True,True,False
7993,True,False,False,False,False,False,True,False,True,False
7994,False,True,False,False,False,True,False,False,True,False
7995,False,False,False,False,False,False,True,False,True,False
7996,False,True,True,False,False,True,False,False,True,False
7997,False,False,False,False,False,False,True,False,True,False
7998,False,True,True,False,True,False,False,False,True,False
7999,True,False,False,False,False,True,False,False,True,False
8000,True,False,False,False,False,True,False,False,True,False
8001,True,False,False,False,False,True,False,False,True,False
8002,False,True,False,False,False,False,True,False,True,False
8003,False,True,False,False,False,False,False,True,True,False
8004,False,False,False,True,False,False,True,False,True,False
8005,False,False,False,False,False,True,False,False,True,False
8006,True,False,False,False,False,True,False,False,True,False
8007,False,False,False,False,False,True,False,False,True,False
8008,False,True,False,False,False,False,True,False,True,False
8009,False,True,False,False,False,True,False,False,True,False
8010,False,True,True,False,False,False,False,True,True,False
8011,False,False,False,False,False,False,True,False,True,False
8012,False,False,False,False,False,False,True,False,False,True
8013,False,True,False,False,False,True,False,False,True,False
